11436	\N	Taylor	\N	Cox	\N	taylor13@adventure-works.com	1 (11) 500 555-0125	F	1950-09-18
11443	\N	Grace	\N	Griffin	\N	grace67@adventure-works.com	1 (11) 500 555-0170	F	1976-05-22
11444	\N	Tina	C	Mehta	\N	tina15@adventure-works.com	1 (11) 500 555-0192	F	1976-04-28
11445	\N	Kari	S	Kim	\N	kari3@adventure-works.com	1 (11) 500 555-0136	F	1974-07-21
11446	\N	Bethany	K	Chander	\N	bethany19@adventure-works.com	1 (11) 500 555-0179	F	1974-08-12
11447	\N	Jennifer	\N	Roberts	\N	jennifer15@adventure-works.com	1 (11) 500 555-0112	F	1974-08-16
11448	\N	Kyle	\N	Patterson	\N	kyle5@adventure-works.com	1 (11) 500 555-0145	M	1975-04-28
11449	\N	Alvin	E	Hu	\N	alvin19@adventure-works.com	1 (11) 500 555-0144	M	1975-02-02
11450	\N	Brett	\N	Mehta	\N	brett13@adventure-works.com	1 (11) 500 555-0187	M	1975-11-12
11451	\N	Ruben	L	Muñoz	\N	ruben30@adventure-works.com	1 (11) 500 555-0142	M	1974-11-09
11452	\N	Erika	A	Rubio	\N	erika18@adventure-works.com	1 (11) 500 555-0159	F	1973-11-05
11453	\N	Stanley	H	Malhotra	\N	stanley5@adventure-works.com	1 (11) 500 555-0139	M	1973-08-21
11454	\N	Melinda	\N	Navarro	\N	melinda5@adventure-works.com	1 (11) 500 555-0145	F	1974-04-22
11455	\N	Ross	\N	Sanz	\N	ross38@adventure-works.com	1 (11) 500 555-0147	M	1974-04-21
11456	\N	Jon	C	Gao	\N	jon35@adventure-works.com	1 (11) 500 555-0136	M	1974-07-08
11457	\N	Jaime	C	Gutierrez	\N	jaime12@adventure-works.com	1 (11) 500 555-0173	F	1973-05-21
11458	\N	Bianca	K	Liu	\N	bianca3@adventure-works.com	1 (11) 500 555-0179	F	1973-04-05
11459	\N	Tasha	\N	Deng	\N	tasha1@adventure-works.com	1 (11) 500 555-0171	F	1972-10-13
11460	\N	Melvin	R	Chande	\N	melvin13@adventure-works.com	1 (11) 500 555-0121	M	1972-10-07
11461	\N	Victor	\N	Jimenez	\N	victor7@adventure-works.com	1 (11) 500 555-0176	M	1972-03-25
11462	\N	Laura	L	Lin	\N	laura14@adventure-works.com	1 (11) 500 555-0151	F	1972-01-19
11463	\N	Alisha	E	Beck	\N	alisha45@adventure-works.com	1 (11) 500 555-0169	F	1972-03-12
11464	\N	Alejandro	\N	Huang	\N	alejandro8@adventure-works.com	1 (11) 500 555-0112	M	1971-11-16
11465	\N	Louis	\N	Luo	\N	louis23@adventure-works.com	1 (11) 500 555-0185	M	1971-02-19
11466	\N	Grant	H	Tang	\N	grant6@adventure-works.com	1 (11) 500 555-0195	M	1971-08-03
11467	\N	Arturo	C	Zheng	\N	arturo21@adventure-works.com	1 (11) 500 555-0154	M	1969-10-07
11468	\N	Jaclyn	\N	Andersen	\N	jaclyn37@adventure-works.com	1 (11) 500 555-0126	F	1975-06-18
11469	\N	Edwin	\N	Raji	\N	edwin44@adventure-works.com	1 (11) 500 555-0143	M	1973-04-16
11472	\N	Kenneth	\N	Kumar	\N	kenneth7@adventure-works.com	1 (11) 500 555-0153	M	1963-04-03
11474	\N	Melvin	A	Xu	\N	melvin5@adventure-works.com	1 (11) 500 555-0113	M	1980-02-22
11475	\N	Cesar	L	Subram	\N	cesar12@adventure-works.com	1 (11) 500 555-0118	M	1978-10-09
11476	\N	Erika	K	Navarro	\N	erika7@adventure-works.com	1 (11) 500 555-0145	F	1974-11-17
11482	\N	Adrienne	C	Torres	\N	adrienne8@adventure-works.com	1 (11) 500 555-0120	F	1972-07-19
11485	\N	Donald	\N	Chandra	\N	donald4@adventure-works.com	1 (11) 500 555-0191	M	1972-08-07
11488	\N	Jermaine	\N	Lopez	\N	jermaine15@adventure-works.com	1 (11) 500 555-0181	M	1971-09-21
11489	\N	Deborah	S	Goel	\N	deborah21@adventure-works.com	1 (11) 500 555-0168	F	1971-03-07
11491	\N	Andre	\N	Perez	\N	andre20@adventure-works.com	1 (11) 500 555-0112	M	1971-04-06
